Title,Rank,Reviews,Review Count,Price,Genre,Manufacturer,Brand,Author,Number of Pages
Recursion: A Novel,3491,4.4,27711,9.09,Genre Fiction,Ballantine Books,Ballantine Books,Blake Crouch,336
Guy Stuff: The Body Book for Boys (American Girl® Wellbeing),3492,4.7,9056,8.99,Maturing,American Girl Publishing,American Girl,Cara Natterson,112
The Academy II: The Journey Continues (The Academy Series),3494,4.8,272,11.47,Action & Adventure,First Touch Books for Young Readers,SLOWJOY,T.Z. Layton,294
"The Backyard Bug Book for Kids: Storybook, Insect Facts, and Activities (Let's Learn About Bugs and Animals)",3495,4.7,13051,6.06,Bugs & Spiders,Rockridge Press,Rockridge Press,Lauren Davidson,48
"Hello, Ocean Friends: A Durable High-Contrast Black-and-White Board Book for Newborns and Babies (High-Contrast Books)",3497,4.9,2240,6.28,Fish,duopress,duopress,Violet Lemay,20
"Hey Girl! Self-Love Workbook For Teen Girls: Uplift Your Daughter and Help Her Develop Confidence, Overcome Insecurities, Embrace Mindfulness & Cope with the Challenges of Being a Teenager",3498,4.7,495,9.68,Guided Journals,PenMagic Books,,Pragya Tomar,163
Learn to Read Hebrew in 6 Weeks,3498,4.7,2879,21.06,Language Studies,Shefer Publishing,Aaron Shaffier,Miiko Shaffier,116
Cinema Speculation,3499,4.6,1942,16.73,Performing Arts,Harper,,Quentin Tarantino,400
"Complete Spanish Step-by-Step, Premium Second Edition",3500,4.8,1111,18.63,Education & Teaching,McGraw Hill,McGraw-Hill Education,Barbara Bregstein,624
2024 Hello Kitty Mini Wall Calendar,3500,4.5,14,8.99,Calendars,Trends International,Trends International,International Trends,16
Run on Red,3501,4.1,15045,8.26,Genre Fiction,Independently published,,Noelle West Ihli,310
Workman Publishing Company - To Ace Math in One Big Fat Notebook: The Complete Middle School Study Guide (Big Fat Notebooks),3502,4.7,16118,4.99,Children's General Study Aids,Workman Publishing Company,Workman Publishing Company,Publishing Workman,528
5 Ingredients Mediterranean: Simple Incredible Food [American Measurements],3502,4.5,685,31.99,Quick & Easy,Flatiron Books,,Jamie Oliver,320
"Designing Data-Intensive Applications: The Big Ideas Behind Reliable, Scalable, and Maintainable Systems",3503,4.8,4476,38.14,Data Modeling & Design,O'Reilly Media,O'Reilly Media,Martin Kleppmann,611
Matilda,3505,4.8,20076,4.59,Literature & Fiction,Penguin Young Readers Group,Puffin Books,Roald Dahl,240
"Hello, World! Solar System",3507,4.8,9873,3.83,Astronomy,Doubleday Books for Young Readers,Doubleday Books for Young Readers,Jill McDonald,26
Most Delicious Poison: The Story of Nature's Toxins―From Spices to Vices,3509,4.0,42,20.30,Antioxidants & Phytochemicals,"Little, Brown Spark",,Noah Whiteman,304
"CSB He Reads Truth Bible, Black LeatherTouch, Black Letter, Wide Margins, Journaling Space, Illustrations, Reading Plans, Single-Column, Easy-to-Read Bible Serif Type",3510,4.9,500,24.16,Happiness,Holman Bible Publishers,Holman Bible Publishers,Truth He,2226
The King Arthur Baking School: Lessons and Recipes for Every Baker,3510,4.8,784,23.96,Bread,Countryman Press,,Company King,416
How Emotions Are Made: The Secret Life of the Brain,3511,4.6,3580,11.69,Emotions,Mariner Books,Mariner Books,Lisa Barrett,448
Soul of a Witch (Souls Trilogy),3512,4.6,3537,16.19,Gothic,Harley Laroux Publications,,Harley Laroux,598
"NIV, Life Application Study Bible, Third Edition, Leathersoft, Gray/Pink, Red Letter",3512,4.9,2784,44.49,Bibles,Zondervan,Zondervan,Zondervan Zondervan,2496
Meal Prep for Weight Loss: Weekly Plans and Recipes to Lose Weight the Healthy Way,3514,4.4,2407,10.59,Mediterranean,Rockridge Press,Rockridge Press,RD Kelli Shallal,194
Modern One Line a Day: A Five-Year Memory Book,3516,4.7,3103,11.28,Guided Journals,Chronicle Books,Chronicle Books,n/a Moglea,372
The Four Agreements Toltec Wisdom Collection: 3-Book Boxed Set (A Toltec Wisdom Book),3517,4.8,3681,19.00,Love & Romance,Amber-Allen Publishing,Amber-Allen Publishing,Don Miguel Ruiz,856
The Story of Ferdinand,3518,4.9,8826,4.99,Farm Animals,Grosset & Dunlap,Grosset & Dunlap,Munro Leaf,32
Communicate Your Feelings (without starting a fight): What to Say and What Not to Say to Your Partner (Mental & Emotional Wellness),3519,4.6,771,12.58,Codependency,Independently published,,Nic Saluppo,119
The Stinky Cheese Man and Other Fairly Stupid Tales,3521,4.8,6009,8.79,Short Story Collections,Viking Books for Young Readers,Viking Books for Young Readers,Jon Scieszka,56
"Fuck It: A Guided Self-Love and Gratitude Journal for Women to Unfuck Your Life, Exhale the Bullshit, and Love Who You Are (Cute Self Care & Self Help Books)",3522,4.7,204,8.48,Happiness,Gentle Root Co,MOLYICE,Gentle Root Co,110
Magic Hour: A Novel,3523,4.6,28671,5.75,Family Saga,Ballantine Books,Ballantine Books,Kristin Hannah,432
George Harrison: The Reluctant Beatle,3523,4.1,197,21.00,Rock,Scribner,,Philip Norman,512
Lally's Game: An AFK Book (Five Nights at Freddy's: Tales from the Pizzaplex #1),3524,4.7,849,8.76,Literature & Fiction,Scholastic Inc.,,Scott Cawthon,256
"Christian Art Gifts Journal w/Scripture Man of God 1 Timothy 6:11 Bible Verse Names of God Brown 192 Ruled Pages, Large Hardcover Notebook, Wire Bound",3524,4.9,4022,8.22,Spiral Notebooks,Christian Art Gifts,Christian Art Gifts Inc,Gifts Christian,192
Zero at the Bone: Fifty Entries Against Despair,3526,4.0,6,22.96,Essays,"Farrar, Straus and Giroux",,Christian Wiman,320
Brain Games - Sticker by Number: Nature (28 Images to Sticker),3526,4.8,2874,9.99,Use of Color,"Publications International, Ltd.","Publications International, Ltd.",Ltd. Publications,104
"Nordic Tales: Folktales from Norway, Sweden, Finland, Iceland, and Denmark (Nordic Folklore and Stories, Illustrated Nordic Book for Teens and Adults) (Tales of)",3526,4.8,2778,16.79,Japanese,Chronicle Books,Chronicle Books,Books Chronicle,168
"I Survived the Eruption of Mount St. Helens, 1980 (I Survived 14): Volume 14 (I Survived)",3527,4.8,3285,1.90,Friendship,Scholastic Paperbacks,Scholastic,Lauren Tarshis,112
The Great Reset: And the War for the World,3528,4.9,4535,19.36,Globalization,Skyhorse,,Alex Jones,264
"Smuggler's Cove: Exotic Cocktails, Rum, and the Cult of Tiki",3531,4.9,3872,18.95,Hospitality,Ten Speed Press,Ten Speed Press,Martin Cate,352
The New York Times Mega Book of Sunday Crosswords: 500 Puzzles,3531,4.7,530,18.27,Crosswords,St. Martin's Griffin,,Times The,592
Outwitting the Devil: The Secrets to Freedom and Success,3532,4.8,4150,11.25,Motivational,Sound Wisdom,Sound Wisdom,Napoleon Hill,288
Trash Truck Board Book,3533,4.8,2332,5.77,Friendship,HarperCollins,,Max Keane,32
Trust (Pulitzer Prize Winner),3534,4.1,20209,16.19,Historical,Riverhead Books,,Hernan Diaz,416
"The Ultimate Vision Board Clip Art, Magazine Pictures and Images Book: 600 Pictures, Affirmations and Quotes for Cutting Out for Manifestation and the Law of Attraction (Vision Board Supplies)",3537,4.3,114,16.97,Mixed Media,Independently published,,Honeybee Publishing,101
The Cursive Handwriting Workbook for Teens: Learn the Art of Penmanship in this Cursive Writing Practice book with Motivational Quotes and Activities for Young Adults and Teenagers,3539,4.7,3842,5.97,Language Arts,Modern Kid Press,,Modern Kid Press,79
"Hilarious Jokes For 8 Year Old Kids: An Awesome LOL Gag Book For Young Boys and Girls Filled With Tons of Tongue Twisters, Rib Ticklers, Side Splitters, and Knock Knocks (Hilarious Jokes for Kids)",3541,4.7,2206,6.14,Activity Books,Independently published,,Hayden Fox,111
A Guide to the Project Management Body of Knowledge (PMBOK® Guide) – Seventh Edition and The Standard for Project Management (ENGLISH),3542,4.6,3726,48.69,Business,Project Management Institute,Project Management Institute,Institute Project,250
The Prince | Niccolò Machiavelli,3545,4.7,827,5.70,Diplomacy,Independently published,,Niccolò Machiavelli,114
Dead Poets Society,3546,4.6,3404,6.90,TV,Disney Hyperion,Kingswell,N.H. Kleinbaum,176
The Very Hungry Caterpillar's First Winter (The World of Eric Carle),3548,4.8,335,6.77,Animals,World of Eric Carle,,Eric Carle,16
Feeling Good: The New Mood Therapy,3548,4.5,8447,13.59,Friendship,William Morrow,William Morrow & Company,Burns David,706
The First Law Trilogy,3550,4.6,6690,29.99,Dark Fantasy,Orbit,Orbit,Joe Abercrombie,1680
What Lies Between Us,3551,4.2,34393,7.30,Psychological,Thomas & Mercer,Thomas & Mercer,John Marrs,379
Princess Naomi Helps a Unicorn: A Dance-It-Out Creative Movement Story for Young Movers (Dance-It-Out! Creative Movement Stories for Young Movers),3552,4.7,1686,6.49,Horses,Once Upon a Dance,,Dance Once,33
Morning Star (Red Rising Series),3554,4.7,37855,12.76,Genre Fiction,Del Rey,Del Rey,Pierce Brown,576
Bob Ross: A Happy Little Day-to-Day 2024 Calendar,3555,4.7,47,13.46,Individual Artists,Rizzoli Universe,Universe Publishing,Bob Ross,320
The Wine and Cheese Board Deck: 50 Pairings to Sip and Savor: Cards,3555,4.9,20,15.47,Wine Pairing,Clarkson Potter,,Meg Quinn,54
Call the Canaries Home: A Novel,3556,4.2,32274,7.99,Coming of Age,Lake Union Publishing,,Laura Barrow,303
Homebody: A Guide to Creating Spaces You Never Want to Leave,3557,4.8,11773,16.08,Interior Design,Harper Design,Harper Design,Joanna Gaines,352
National Geographic The Photo Ark: One Man's Quest to Document the World's Animals,3559,4.9,5882,19.98,Equipment,National Geographic,NATIONAL GEOGRAPHIC,Joel Sartore,400
The Power of Praying for Your Adult Children,3561,4.9,4314,5.90,Family & Relationships,Harvest House Publishers,Harvest House Publishers,Stormie Omartian,256
"Would You Rather Game Book: For Kids 6-12 Years Old: The Book of Silly Scenarios, Challenging Choices, and Hilarious Situations the Whole Family Will Love (Game Book Gift Ideas)",3562,4.6,5731,7.24,Board Games,Independently published,Independently Published,Riddleland Riddleland,115
Mama Bear Apologetics: Empowering Your Kids to Challenge Cultural Lies,3563,4.8,4330,8.09,Women's Issues,Harvest House Publishers,Harvest House Publishers,Hillary Morgan Ferrer,288
The Borderline Personality Disorder Workbook: An Integrative Program to Understand and Manage Your BPD (A New Harbinger Self-Help Workbook),3564,4.7,4704,15.70,Emotions,New Harbinger Publications,New Harbinger Publications,Daniel J. Fox PhD,272
"The Forager's Harvest: A Guide to Identifying, Harvesting, and Preparing Edible Wild Plants",3565,4.6,6121,13.39,Self-Help,Foragers Harvest Press,Samuel Thayer,Samuel Thayer,368
Star Wars How Not to Get Eaten by Ewoks and Other Galactic Survival Skills,3566,4.8,1928,5.57,Self-Help,DK,DK,Christian Blauvelt,128
Neon Arrows Page Mates (Set of 200 Sticky Notes),3567,4.7,4116,2.95,Self-Stick Notes,"Peter Pauper Press, Inc.",PETER PAUPER PRESS,Press Inc,200
Disney Mickey Mouse Clubhouse - I'm Ready to Read With Mickey Sound Book - Play-a-Sound - PI Kids,3567,4.7,7283,9.44,Mammals,"Phoenix International Publications, Inc.",PI KIDS,Keast Jennifer,24
"CSB She Reads Truth Bible, Poppy Linen, Black Letter, Full-Color Design, Notetaking Space, Devotionals, Reading Plans, Two Ribbon Markers, Sewn Binding, Easy-to-Read Type",3567,4.8,3706,33.45,Bibles,Holman Bible Publishers,Holman Bible Publishers,Raechel Myers,2226
Sweet Enough: A Dessert Cookbook,3568,4.7,309,13.31,Pastry,Clarkson Potter,,Alison Roman,304
Bad Luck and Trouble (Jack Reacher),3569,4.6,34015,4.82,Conspiracies,Dell,DELL,Lee Child,512
The Power of Three (Marvel Spidey and His Amazing Friends) (Little Golden Book),3570,4.8,2619,4.95,Action & Adventure,Golden Books,,Steve Behling,24
"Choose Your Own Adventure 4-Book Boxed Set Magick Box (The Magic of the Unicorn, The Throne of Zeus, The Trumpet of Terror, Forecast from Stonehenge)",3571,4.8,1408,14.29,Modern,Chooseco,CHOOSECO LLC,Goodman Deborah,576
365 Kittens-A-Year Picture-A-Day Wall Calendar 2024: Absolutely Spilling Over With Kittens,3572,4.9,63,12.99,Plants & Animals,Workman Publishing Company,Workman Publishing,Calendars Workman,28
Titanic Q&A: 175+ Fascinating Facts for Kids (History Q&A),3572,4.8,1973,6.43,Europe,Rockridge Press,Rockridge Press,Mary Montero,76
"The Complete Mediterranean Cookbook Gift Edition: 500 Vibrant, Kitchen-Tested Recipes for Living and Eating Well Every Day",3573,4.5,19009,27.19,Mediterranean,America's Test Kitchen,,Kitchen America's,440
Like a River: Finding the Faith and Strength to Move Forward after Loss and Heartache,3573,4.9,1385,11.99,Grief & Bereavement,Thomas Nelson,,Granger Smith,208
Diana: Her True Story--in Her Own Words,3574,4.6,13019,10.74,Women,Simon & Schuster,Simon & Schuster,Andrew Morton,448
Evidence That Demands a Verdict: Life-Changing Truth for a Skeptical World,3574,4.8,2150,14.99,Spiritual Growth,Thomas Nelson,Thomas Nelson,Josh McDowell,880
Beyond the Bright Sea,3576,4.7,3632,6.89,Orphans & Foster Homes,Puffin Books,Puffin Books,Lauren Wolk,320
The Easy 5-Ingredient Slow Cooker Cookbook: 100 Delicious No-Fuss Meals for Busy People,3578,4.5,2336,14.57,Budget,Rockridge Press,Rockridge Press,Karen Bellessa Petersen,150
2024 Star Wars: Saga Day-at-a-Time Box Calendar,3578,4.8,21,14.96,Movies,Trends International,Trends International,International Trends,316
Dinosaur Dance!,3580,4.8,6274,4.17,Dinosaurs,Boynton Bookworks,Little Simon,Sandra Boynton,16
"Kingdom of the Wicked Box Set (Kingdom of the Wicked, 1-3)",3581,4.7,459,35.85,Literature & Fiction,"Little, Brown Books for Young Readers",,Kerri Maniscalco,1296
"Crooked Kingdom (Six of Crows, 2)",3582,4.7,36782,8.50,Children's Books,Square Fish,Square Fish,Leigh Bardugo,576
Encyclopedia of Herbal Medicine New Edition: 560 Herbs and Remedies for Common Ailments,3582,4.8,14013,29.02,Herbal Remedies,DK,,Andrew Chevallier,352
Taste: My Life Through Food,3584,4.7,11173,11.99,Rich & Famous,Gallery Books,Gallery Books,Stanley Tucci,304
Legacy (8) (Keeper of the Lost Cities),3586,4.8,7568,6.95,Friendship,Aladdin,Aladdin,Shannon Messenger,832
My Mouth Is A Volcano: A Picture Book About Interrupting,3586,4.8,5692,5.82,Values,National Center for Youth Issues,National Center for Youth Issues,Cook Julia,32
Opposites,3587,4.8,2699,4.79,Animals,Boynton Bookworks,Little Simon,Sandra Boynton,16
H is for housewives: The ABC’s of Bravo,3590,3.5,3,12.99,Performing Arts,Independently published,,Danielle Dailey,28
Kingdom of the Feared (Kingdom of the Wicked),3590,4.3,8097,9.74,Literature & Fiction,"Little, Brown Books for Young Readers",,Kerri Maniscalco,416
The Things We Make: The Unknown History of Invention from Cathedrals to Soda Cans,3591,4.4,158,14.39,World,Sourcebooks,,Bill Hammack,272
The Legacy (Off-Campus),3592,4.4,14476,7.09,Contemporary,EKI,Bloom Books,Elle Kennedy,337
The Goal: A Process of Ongoing Improvement - 30th Anniversary Edition,3593,4.6,7351,9.70,Workplace Culture,North River Press,North River Press,Jeff Cox,408
Deception: The Great Covid Cover-Up,3595,4.6,225,19.79,Health Care Delivery,Regnery,,Rand Paul,408
Darkstalker (Wings of Fire: Legends),3597,4.9,7970,7.19,Animals,Scholastic Inc.,Scholastic,Tui T. Sutherland,400
Made Whole: The Practical Guide to Reaching Your Financial Goals,3598,4.9,35,16.09,Success,Rodale Books,,Aliche Tiffany,272
In Cold Blood,3599,4.5,21387,3.95,Murder & Mayhem,Vintage,Vintage,Capote Truman,343
Crockpot Recipe Collection: More Than 350 Crockpot Slow Cooker Recipes from the Leader in Slow Cooking,3600,4.6,3088,8.32,Quick & Easy,"Publications International, Ltd.","Publications International, Ltd.",Ltd. Publications,320
Brain Games - Cold Case Puzzles,3603,4.3,2891,8.51,True Crime,"Publications International, Ltd.","Publications International, Ltd.",Ltd. Publications,192
77 Memory Verses Every Kid Should Know,3604,4.8,2298,3.29,Christian Living,Christian Art Kids,Christian Art Gifts Inc,Gifts Christian,160
Jurassic Park: A Novel,3606,4.7,24866,7.50,Genre Fiction,Ballantine Books,Ballantine Books,Michael Crichton,464
Walk in Faith: 5-Minute Devotions for Teen Guys,3606,4.8,3037,8.21,Devotionals,Althea Press,Althea Press,Andy Dooley,164
The New York Times Cooking No-Recipe Recipes: [A Cookbook],3607,4.6,1411,17.53,Quick & Easy,Ten Speed Press,Ten Speed Press,Sam Sifton,256
"Boynton's Greatest Hits The Big Blue Box (Boxed Set): Moo, Baa, La La La!; A to Z; Doggies; Blue Hat, Green Hat",3609,4.8,3087,16.01,Elephants,Boynton Bookworks,Little Simon,Sandra Boynton,64
"The Inn on Harmony Island: A Sweet, Small Town, Southern Romance (Sweet Tea and a Southern Gentleman)",3609,4.2,4515,14.96,Friendship,Independently published,,Anne-Marie Meyer,290
Goosebumps Retro Scream Collection: Limited Edition Tin (Goosebumps),3610,4.8,3726,23.14,Action & Adventure,Scholastic Paperbacks,Scholastic,R. L. Stine,736
"Elden Ring Official Strategy Guide, Vol. 2: Shards of the Shattering",3612,4.5,316,42.25,Strategy Guides,Future Press Verlag und Marketing GmbH,,Press Future,528
"NIV, Kids' Visual Study Bible, Leathersoft, Bronze, Full Color Interior: Explore the Story of the Bible---People, Places, and History",3613,4.9,1403,25.89,Bibles,Zonderkidz,Zonderkidz,Zondervan Zondervan,1952
Show Your Work!: 10 Ways to Share Your Creativity and Get Discovered (Austin Kleon),3615,4.6,9705,6.65,Creativity,Workman Publishing Company,Workman Publishing,Austin Kleon,224
"A Court of Wings and Ruin (A Court of Thorns and Roses, 3)",3616,4.8,128315,19.77,Folklore,Bloomsbury Publishing,Bloomsbury Publishing,Sarah J. Maas,720
Quantum Supremacy: How the Quantum Computer Revolution Will Change Everything,3617,4.4,632,20.04,Intelligence & Semantics,Doubleday,,Michio Kaku,352
"Spy x Family, Vol. 5 (5)",3620,4.9,4009,7.49,Mystery,VIZ Media LLC,VIZ Media LLC,Tatsuya Endo,200
Dawnshard: From The Stormlight Archive,3622,4.8,21097,8.79,Fantasy,Tor Books,,Brandon Sanderson,304
Falling Up,3623,4.9,4984,6.66,Humorous,HarperCollins,HarperCollins,Silverstein Shel,171
Vogue® Knitting The Ultimate Knitting Book: Completely Revised & Updated,3624,4.8,2494,22.83,Knitting,Sixth&Spring Books,Sixth & Spring Books,magazine Vogue,352
"Zero to One: Notes on Startups, or How to Build the Future",3624,4.5,35862,18.41,Economic Policy & Development,Crown Currency,Currency,Peter Thiel,224
How to Draw Anime With Realism LEARN TO DRAW ADVANCED ANIME AND MANGA. BEST FOR AGES 12 - 24 ADVANCING ARTISTS AND STUDENTS (How to Draw Everything),3626,4.6,112,16.19,Drawing,Golden Valley Press,,Joseph Stevenson,103
Where's Waldo? The Fantastic Journey,3626,4.8,7519,6.86,Activity Books,Candlewick,Candlewick,Martin Handford,36
Trick Shot: A Spicy Christmas Novella (Brother Puckers),3627,4.1,7115,11.96,Contemporary,Kayla Grosse,,Kayla Grosse,194
The Grill Bible • Smoker Cookbook 2024: 1200 Days of Tender & Juicy Bbq Recipes to Surprise Your Guests | Discover the Ultimate Texas Brisket Secrets and Become an Award-Winning Pitmaster,3629,4.4,362,22.47,Herbs,Pitmaster Academy,ICEWIL,Pitmaster Academy,102
To Rescue the Constitution: George Washington and the Fragile American Experiment,3630,4.7,356,14.90,United States,Mariner Books,,Bret Baier,384
"The Expectant Father: The Ultimate Guide for Dads-to-Be (The New Father, 18)",3631,4.7,875,8.40,Pregnancy & Childbirth,Abbeville Press,Abbeville Press,Armin A. Brott,336
"What Really Happens in Vegas: True Stories of the People Who Make Vegas, Vegas",3632,4.3,132,10.90,Actors & Entertainers,"Little, Brown and Company",,James Patterson,368
"The Emotion Code: How to Release Your Trapped Emotions for Abundant Health, Love, and Happiness (Updated and Expanded Edition)",3636,4.6,5124,17.32,Emotions,St. Martin's Essentials,St. Martin's Essentials,Dr. Bradley Nelson,352
Perspective Made Easy (Dover Art Instruction),3637,4.6,4104,8.75,Pencil,Dover Publications,Dover Publications,Norling Ernest,224
The Communist Manifesto,3639,4.4,6050,3.00,Economics,International Publishers Co,"International Publishers Co., Inc.",Marx Karl,48
Going Rogue: Rise and Shine Twenty-Nine (29) (Stephanie Plum),3640,4.6,22824,11.01,Humorous,Atria Books,,Janet Evanovich,352
Interrupting Chicken,3640,4.8,2297,4.05,Farm Animals,Candlewick,Candlewick Press (MA),David Ezra Stein,40
"KJV Holy Bible: Personal Size Giant Print with 43,000 Cross References, Black Bonded Leather, Red Letter, Comfort Print: King James Version",3642,4.8,3799,21.46,Bibles,Thomas Nelson,Thomas Nelson,Nelson Thomas,1728
When God Made You,3644,4.9,18942,3.29,Self-Esteem & Self-Respect,Convergent Books,Convergent Books,Matthew Paul Turner,48
Trejo's Tacos: Recipes and Stories from L.A.: A Cookbook,3645,4.9,3735,17.29,Mexican,Clarkson Potter,Clarkson Potter,Danny Trejo,224
"CoComelon Wheels on the Bus 3-Button Sound Board Book for Babies and Toddlers, Ages 1-4",3646,4.7,799,8.81,Fiction,Cottage Door Press,Cottage Door Press,Scarlett Wing,12
"Fall of Ruin and Wrath (Awakening, 1)",3647,4.5,5298,11.90,Dark Fantasy,Bramble,,Jennifer L. Armentrout,432
Run Fast. Cook Fast. Eat Slow.: Quick-Fix Recipes for Hangry Athletes: A Cookbook,3648,4.8,2632,11.20,Quick & Easy,Rodale Books,Rodale Books,Shalane Flanagan,256
The Apothecary Diaries 02 (Manga),3649,4.8,646,9.33,Mystery,Square Enix Manga,Square Enix Manga,Natsu Hyuuga,176
The English Grammar Workbook for Adults: A Self-Study Guide to Improve Functional Writing,3650,4.6,2414,11.66,Business Writing,Rockridge Press,Rockridge Press,Michael DiGiacomo,208
Starling House: A Reese's Book Club Pick,3651,4.2,2113,17.22,Dark Fantasy,Tor Books,,Alix E. Harrow,320
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",3652,4.7,24370,1.95,Community & Culture,Vintage,Vintage,Christopher McDougall,304
"The Software Engineer's Guidebook: Navigating senior, tech lead, and staff engineer positions at tech companies and startups",3653,4.8,80,37.99,Guides,Pragmatic Engineer BV,ZONULAR,Gergely Orosz,413
I Prayed for You,3654,4.9,8457,4.00,Bears,Tommy Nelson,Thomas Nelson,Fischer Jean,20
Happiness Falls (Good Morning America Book Club): A Novel,3655,4.0,2538,12.14,Family Life,Hogarth,,Angie Kim,400
"Fresh Pasta at Home: 10 Doughs, 20 Shapes, 100+ Recipes, with or without a Machine",3656,4.8,178,16.99,Pasta & Noodles,America's Test Kitchen,,Kitchen America's,272
Quantum Physics for Beginners: From Wave Theory to Quantum Computing. Understanding How Everything Works by a Simplified Explanation of Quantum Physics and Mechanics Principles,3656,4.3,1288,15.66,Reference,Independently published,,Carl J. Pratt,104
Soichi: Junji Ito Story Collection,3657,4.8,325,17.10,Horror,VIZ Media LLC,VIZ Media,Junji Ito,416
"Heir of Fire (Throne of Glass, 3)",3657,4.7,60109,19.14,Fantasy,Bloomsbury Publishing,kovdim,Sarah J. Maas,592
The Complete Vegetarian Cookbook: A Fresh Guide to Eating Well With 700 Foolproof Recipes (The Complete ATK Cookbook Series),3658,4.6,3987,15.24,Vegetables,America's Test Kitchen,America's Test Kitchen,Kitchen America's,472
The Fourth Turning Is Here: What the Seasons of History Tell Us about How and When This Crisis Will End,3658,4.3,506,18.84,United States,Simon & Schuster,,Neil Howe,592
The Bourbon Bible,3659,4.8,1690,11.69,Spirits,Mitchell Beazley,Mitchell Beazley,Eric Zandona,224
Dork Diaries Boxed Set (Books 1-3): Dork Diaries; Dork Diaries 2; Dork Diaries 3,3660,4.8,3798,25.12,Friendship,Aladdin,Aladdin,Rachel Renée Russell,928
Becoming,3661,4.8,196087,10.76,Motivational,Crown,Readerlink,Michelle Obama,464
"Buy, Rehab, Rent, Refinance, Repeat: The BRRRR Rental Property Investment Strategy Made Simple",3662,4.7,5540,16.39,Wealth Management,BiggerPockets,BiggerPockets,David M Greene,192
Alcoholics Anonymous,3663,4.8,9066,12.25,Self-Help,Alcoholics Anonymous World Services,AA World Services,AAWS AAWS,576
Flashback (7) (Keeper of the Lost Cities),3664,4.8,6907,7.99,Friendship,Aladdin,Aladdin,Shannon Messenger,880
The War on the West,3664,4.7,4679,18.29,Europe,Broadside Books,,Douglas Murray,320
"Supernatural: The Official Cookbook: Burgers, Pies, and Other Bites from the Road (Science Fiction Fantasy)",3665,4.9,6297,15.67,Performing Arts,Insight Editions,Insight Editions,Julie Tremaine,128
Snuggle Puppy!: A Little Love Song (Boynton on Board),3665,4.8,7063,6.38,Dogs,Boynton Bookworks,Readerlink,Sandra Boynton,24
"Dust: Book Three of the Silo Series (Silo, 3)",3667,4.6,20681,12.49,Genre Fiction,William Morrow Paperbacks,John Joseph Adams,Hugh Howey,480
What My Bones Know: A Memoir of Healing from Complex Trauma,3668,4.7,3433,12.06,Asian American & Asian,Ballantine Books,,Stephanie Foo,352
"Harry Potter and the Goblet of Fire (Harry Potter, Book 4) (4)",3669,4.9,79308,9.92,Orphans & Foster Homes,Scholastic Press,Scholastic,Rowling J,752
The Wild Unknown Archetypes Deck and Guidebook,3670,4.8,4316,21.99,Personal Transformation,HarperOne,HarperOne,Kim Krans,224
"Construction Site: Taking Flight! (Goodnight, Goodnight, Construc)",3672,4.8,76,11.62,Stories In Verse,Chronicle Books,,Sherri Duskey Rinker,44
365 Days of Shoes Picture-A-Day Wall Calendar 2024: An Obsessive Extravaganza,3673,4.9,37,12.99,Fashion,Workman Publishing Company,Workman Publishing,Calendars Workman,28
How Not to Kill Your Houseplant: Survival Tips for the Horticulturally Challenged,3674,4.7,7043,9.99,House Plants,DK,DK,Veronica Peerless,144
"Harry Potter and the Prisoner of Azkaban (Harry Potter, Book 3) (3)",3674,4.9,86384,3.48,School,Scholastic,Arthur A. Levine Books,Rowling J,435
Ghosts: A Graphic Novel,3676,4.7,12634,8.99,Siblings,Graphix,Scholastic,Raina Telgemeier,256
Tiny T. Rex and the Impossible Hug,3676,4.8,5954,7.98,Dinosaurs,Chronicle Books,Chronicle Books,Jonathan Stutzman,48
Jesus Calling: Enjoying Peace in His Presence Large Print (A DaySpring Inspirational DayBrightener) - Perpetual Calendar,3677,4.8,504,9.99,Motivational,DaySpring,Dayspring,Young Sarah,368
Cloudy With a Chance of Meatballs,3677,4.8,4533,5.99,Classics,Atheneum Books for Young Readers,Atheneum Books for Young Readers,Judi Barrett,32
Dining In: Highly Cookable Recipes: A Cookbook,3679,4.7,1664,13.61,Cooking for One or Two,Clarkson Potter,Clarkson Potter,Alison Roman,303
Heartstopper #1-4 Box Set,3680,4.8,153,43.88,Graphic Novels,Graphix,,Alice Oseman,1984
My Sticker Dress-Up: Fairies: Awesome Activity Book with 350+ Stickers for Unlimited Possibilities!,3680,4.6,74,7.85,Animals,Sourcebooks Wonderland,,Louise Anglicas,44
365 Days in Italy Picture-A-Day Wall Calendar 2024: For People Who Love Italy and All Things Italian,3682,4.9,31,12.99,Travel,Workman Publishing Company,Workman Publishing,Patricia Schultz,28
The Dead Romantics: A GMA Book Club Pick (A Novel),3683,4.3,8268,4.95,Feel-Good,Berkley,,Ashley Poston,368
Super Easy Cookbook for Beginners: 5-Ingredient Recipes and Essential Techniques to Get You Started in the Kitchen,3683,4.5,1212,11.99,Reference,Rockridge Press,Rockridge Press,Lisa Grant,216
Eileen: A Novel,3685,3.7,8535,12.00,Genre Fiction,Penguin Books,Penguin Books,Ottessa Moshfegh,272
"James Webb Space Telescope 2024 Astronomy Wall Calendar (12""x12"") - Images from NASA's Newest Telescope",3685,5.0,17,12.95,Astrophotography,Collier Publishing LLC,,Collier Grant,
