Title,Rank,Reviews,Review Count,Price,Genre,Manufacturer,Brand,Author,Number of Pages
You 2: A High Velocity Formula for Multiplying Your Personal Effectiveness in Quantum Leaps,1199,4.5,3664,12.46,Creativity,Pritchett LP,,Pritchett Price,35
"The Summer I Turned Pretty (Summer I Turned Pretty, The)",1200,4.4,46408,5.09,Children's Books,S&S Books for Young Readers,Simon & Schuster Books for Young Readers,Jenny Han,304
"Government Gangsters: The Deep State, the Truth, and the Battle for Our Democracy",1201,4.8,639,21.07,Federal Jurisdiction,Post Hill Press,,Kash Pramod Patel,256
Ultimate Puzzle Challenge! (Highlights Jumbo Books & Pads),1202,4.8,4371,5.98,Activity Books,Highlights Press,Highlights Press,Highlights Highlights,256
The Fabric of our Souls,1203,4.6,951,15.29,Gothic,Independently published,,K. M. Moronova,362
"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History",1204,4.7,18574,8.31,Native American,Scribner,Scribner,S. C. Gwynne,371
Coraline,1204,4.7,19259,7.49,Parents,HarperCollins,HarperCollins,Neil Gaiman,208
"Sous Vide for Everybody: The Easy, Foolproof Cooking Technique That's Sweeping the World",1206,4.6,1727,10.99,Meats,America's Test Kitchen,America's Test Kitchen,Kitchen America's,232
Unnatural Death: A Scarpetta Novel (Kay Scarpetta),1207,4.4,2546,11.90,Medical,Grand Central Publishing,,Patricia Cornwell,432
Psycho-Cybernetics: Updated and Expanded,1208,4.8,2661,11.29,Happiness,TarcherPerigee,TarcherPerigee,Maxwell Maltz,336
Pride and Prejudice,1209,4.7,4918,4.01,Classics,Penguin Books,Penguin Classics,Austen Jane,448
"The Art of Being ALONE: Solitude Is My HOME, Loneliness Was My Cage",1210,4.3,238,11.00,Self-Help,Independently published,,Renuka Gavrani,142
"Frank Herbert's Dune Saga 6-Book Boxed Set: Dune, Dune Messiah, Children of Dune, God Emperor of Dune, Heretics of Dune, and Chapterhouse: Dune (Dune, 1-6)",1210,4.8,5465,55.00,Classics,Ace,Ace,Frank Herbert,
The Rider Tarot Deck®,1211,4.8,23330,15.50,Fortune Telling,"U.S. Games Systems, Inc.","U.S. Games Systems, Inc.",Waite Arthur,56
An Elephant & Piggie Biggie! (An Elephant and Piggie Book),1212,4.9,10170,5.90,Elephants,Hyperion Books for Children,Hyperion Books for Children,Mo Willems,320
Before We Were Strangers: A Love Story,1213,4.5,13957,11.68,Contemporary,Atria Books,Atria Books,Renée Carlino,320
Dark Matter: A Novel,1213,4.4,68279,9.81,Genre Fiction,Ballantine Books,Ballantine Books,Blake Crouch,368
The Spy and the Traitor: The Greatest Espionage Story of the Cold War,1214,4.7,30878,6.99,Military,Crown,Broadway Books,Ben Macintyre,384
"Construction Site on Christmas Night: (Christmas Book for Kids, Children's Book, Holiday Picture Book) (Goodnight, Goodnight Construction Site)",1215,4.9,7254,4.89,Sleep,Chronicle Books,Chronicle Books,Sherri Duskey Rinker,40
Dare to Let Go: Poems about Healing and Finding Yourself,1216,4.7,485,13.76,Mate Seeking,Independently published,ZONULAR,Alexandra Vasiliu,174
"Christian Art Gifts Notebook Ask Seek Knock Matthew 7:7 Bible Verse Inspirational Writing Notebook Gratitude Prayer Journal Flexible Cover 128 Ruled Pages w/Scripture, 6 x 8.5 Inches",1217,4.8,3905,4.99,Spiral Notebooks,Christian Art Gifts,Christian Art Gifts,Gifts Christian,
"The 369 Journal: Limitless Edition, Your Key to Unlocking Limitless Potential, Neuroscience-based Journaling: Transform Your Mindset and Achieve Your Goals With The 369 Journal",1217,4.6,386,13.10,Journal Writing,Zenfulnote,,Keila Shaheen,204
Whimsical Stitches: A Modern Makers Book of Amigurumi Crochet Patterns,1218,4.8,4595,13.90,Crafts & Hobbies,Paige Tate & Co,Paige Tate & Co,Lauren Espy,176
Being Mortal,1218,4.7,45529,9.98,Health Policy,Metropolitan,Picador,Atul Gawande,304
One True Loves: A Novel,1219,4.3,27830,5.99,Comedy,Atria Books,Washington Square Press,Taylor Jenkins Reid,352
"Heartless (Chestnut Springs, 2)",1219,4.6,39570,13.46,Contemporary,Bloom Books,,Elsie Silver,432
Llewellyn's 2024 Magical Mystical Cats Calendar,1220,4.9,99,11.76,Religion & Spirituality,Llewellyn Publications,,Llewellyn Llewellyn,24
"The Encyclopedia of Country Living, 50th Anniversary Edition: The Original Manual for Living off the Land & Doing It Yourself",1220,4.8,4154,18.69,Reference,Sasquatch Books,Sasquatch Books,Carla Emery,928
The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,1222,4.7,16489,12.04,Happiness,Magrathea Publishing,Magrathea Publishing,Eric Jorgenson,242
The War of Art: Break Through the Blocks and Win Your Inner Creative Battles,1224,4.5,27090,10.99,Creativity,Black Irish Entertainment LLC,CreateSpace Classics,Steven Pressfield,190
Dee's Big Nuts,1226,4.8,3093,12.59,Cats,CreateSpace Independent Publishing Platform,Createspace Independent Publishing Platform,Mark Thunder,26
Untamed,1227,4.6,65736,7.97,Happiness,The Dial Press,The Dial Press,Doyle Glennon,352
Wintering: The Power of Rest and Retreat in Difficult Times,1227,4.4,6043,9.99,Love & Loss,Riverhead Books,Riverhead Books,Katherine May,256
The Art of Seduction,1228,4.7,10478,14.00,Dating,Penguin Books,Penguin Books,Greene Robert,512
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,1228,4.6,28744,5.90,Creativity,CreateSpace Independent Publishing Platform,CALOTO,Pretty Simple Press,118
Good Boundaries and Goodbyes: Loving Others Without Losing the Best of Who You Are,1229,4.8,3429,6.99,Women's Issues,Thomas Nelson,HarperCollins Christian Pub.,Lysa TerKeurst,256
The Wisdom of the Bullfrog: Leadership Made Simple (But Not Easy),1230,4.8,1791,9.95,Motivational,Grand Central Publishing,,Admiral William H. McRaven,224
Elvis and Me: The True Story of the Love Between Priscilla Presley and the King of Rock N' Roll,1231,4.6,5320,7.73,Actors & Entertainers,Berkley,Berkley,Presley Priscilla,320
Crochet for Beginners: A Stitch Dictionary with Step-by-Step Illustrations and 10 Easy Projects,1231,4.5,635,12.12,Crocheting,Rockridge Press,,Arica Presinal,138
Potty Training in 3 Days: The Step-by-Step Plan for a Clean Break from Dirty Diapers,1232,4.5,16510,5.09,Children's Health,Althea Press,Althea Press,Brandi Brucks,106
Mile High (Windy City Series Book 1),1233,4.4,41558,11.95,Contemporary,Independently published,CALOTO,Liz Tomforde,488
Berserk Deluxe Edition 7,1233,5.0,3937,31.49,Fantasy,Dark Horse Manga,Dark Horse Manga,Kentaro Miura,704
"Medical Medium Cleanse to Heal: Healing Plans for Sufferers of Anxiety, Depression, Acne, Eczema, Lyme, Gut Problems, Brain Fog, Weight Issues, Migraines, Bloating, Vertigo, Psoriasis",1234,4.7,20391,12.99,Healing,Hay House Inc.,Hay House Inc.,Anthony William,592
5-Ingredient Cooking for Two: 100+ Recipes Portioned for Pairs,1236,4.4,2842,11.19,Large Quantities,Rockridge Press,Rockridge Press,Robin Donovan,188
"Hustle Harder, Hustle Smarter",1237,4.8,7590,10.27,Success,Amistad,Amistad Press,"Curtis ""50 Cent"" Jackson",304
Napoleon: A Life,1238,4.6,3476,14.82,France,Penguin Books,Penguin Books,Andrew Roberts,976
The Modern Herbal Dispensatory: A Medicine-Making Guide,1240,4.8,8560,14.50,Herbal Remedies,North Atlantic Books,North Atlantic Books,Thomas Easley,376
DK Encyclopedia of Herbal Medicine: 550 Herbs Loose Leaves and Remedies for Common Ailments,1242,4.8,14013,24.98,Herbal Remedies,DK,DK,Andrew Chevallier,336
The Count of Monte Cristo (Penguin Classics),1245,4.8,3550,5.98,Classics,Penguin Classics,Penguin Classics,père Alexandre,1276
Squirrel's New Year's Resolution,1246,4.8,971,7.64,Animals,Albert Whitman & Company,Albert Whitman & Company,Pat Miller,32
What Do You Do With an Idea? — New York Times best seller,1247,4.8,5746,9.39,Self-Esteem & Self-Respect,Compendium,Compendium Publishing & Communications,Kobi Yamada,36
How to Win Friends and Influence People,1248,4.6,86386,7.40,Self-Help,Manjul Publishing House,imusti,Carnegie Dale,242
"Padre Rico, Padre Pobre (Edición 25 Aniversario) / Rich Dad Poor Dad (Spanish Edition)",1249,4.8,9228,12.74,Budgeting & Money Management,Aguilar,TenderTouches,Robert T. Kiyosaki,320
Cajun Night Before Christmas 50th Anniversary Edition,1250,4.8,197,15.61,Stories In Verse,Pelican Publishing,,Trosclair Trosclair,56
The Art of War,1251,4.7,4902,6.59,Leadership & Motivation,Ixia Press,Ixia Press,Tzu Sun,96
"Meals She Eats: Empowering Advice, Relatable Stories, and Over 25 Recipes to Take Control of Your PCOS",1251,4.7,1483,15.56,Sex,DK,,Tom Sullivan,192
"Bluey and Bingo's Fancy Restaurant Cookbook: Yummy Recipes, for Real Life",1253,4.7,726,9.71,Dogs,Penguin Young Readers Licenses,,Licenses Penguin,32
"Neon Gods: A Scorchingly Hot Modern Retelling of Hades and Persephone (Dark Olympus, 1)",1253,4.3,18762,5.09,Action & Adventure,Sourcebooks Casablanca,Sourcebooks Casablanca,Katee Robert,384
Without Merit: A Novel,1254,4.3,15957,6.50,Family Life,Atria Books,Atria Books,Colleen Hoover,384
101 Incredible Patterns | An Easy Mindfulness Coloring Book for Adults for Relaxation and Stress Relief | Easy Adult Coloring Book (Incredible ... for Adults for Relaxation and Stress Relief),1255,4.3,563,8.42,Personal Transformation,Independently published,,Madison Taylor,208
"KJV Holy Bible, Super Giant Print Faux Leather Red Letter Edition - Thumb Index & Ribbon Marker, King James Version, Burgundy",1256,4.8,9099,30.00,Bibles,Christian Art Publishers,Christian Art Gifts,Publishers Christian,1806
All by Myself (Little Critter) (Look-Look),1257,4.8,8056,4.29,Animals,Random House Books for Young Readers,Random House Books for Young Readers,Mercer Mayer,24
Harley-Davidson 2024: 16-Month 12x12 Wall Calendar - September 2023 through December 2024,1258,4.7,60,9.99,History,Motorbooks,,Motorbooks Editors,24
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",1259,4.7,29564,4.18,Interpersonal Relations,Avery,Avery,Brené Brown,320
Call It Home: The Details That Matter,1261,4.5,91,22.04,Interior Design,Clarkson Potter,,Amber Lewis,288
"Virgin Suicides (Picador Modern Classics, 2)",1262,4.4,8149,8.09,TV,Picador Paper,Picador,Jeffrey Eugenides,269
Discourses and Selected Writings (Penguin Classics),1263,4.8,2665,9.35,Greece,Penguin Classics,Penguin Classics,Epictetus Epictetus,304
"Would You Rather? Family Challenge! Edition: Hilarious Scenarios & Crazy Competition for Kids, Teens, and Adults",1264,4.5,1036,5.09,Multigenerational,Zeitgeist,,Lindsey Daly,128
The Night Before Christmas (Little Golden Book),1265,4.8,9955,2.99,Stories In Verse,Golden Books,Golden Books,Moore Clement,24
Fantasy Fairy Homes: An Adult Coloring Book Full of Whimsical Black Line and Grayscale Images (Fantasy Fairy Homes ™ - A Coloring Book Series of Fairytale Architecture),1266,4.2,1077,9.40,Animals,Independently published,,Clair Essa Publishing,88
Little Blue Truck Makes a Friend: A Friendship Book for Kids,1267,4.8,1545,9.34,Farm Animals,Clarion Books,,Alice Schertle,40
"Cooking con Claudia: 100 Authentic, Family-Style Mexican Recipes",1269,4.9,334,22.49,Mexican,DK,,Claudia Regalado,240
Can't Hurt Me: Master Your Mind and Defy the Odds,1272,4.8,92572,26.09,Health,Lioncrest Publishing,ArtWorld,Goggins David,364
Bookshops & Bonedust (Legends & Lattes),1273,4.6,1953,12.07,Fantasy,Tor Trade,,Travis Baldree,352
$100M Offers: How To Make Offers So Good People Feel Stupid Saying No (Acquisition.com $100M Series),1273,4.9,19844,26.95,Advertising,Acquisition.com Publishing,Altapolo,Alex Hormozi,162
"The Queen of Nothing (The Folk of the Air, 3)",1274,4.6,35867,9.49,Fantasy,"Little, Brown Books for Young Readers","Little, Brown Books for Young Readers",Holly Black,336
"Raising Good Humans: A Mindful Guide to Breaking the Cycle of Reactive Parenting and Raising Kind, Confident Kids",1274,4.7,4713,9.60,Conflict Management,New Harbinger Publications,New Harbinger Publications,Hunter Clarke-Fields MSAE,184
"A Touch of Darkness (Hades x Persephone Saga, 1)",1275,4.4,28622,9.99,Romantic,Bloom Books,,Scarlett St. Clair,400
Preteen Devotional for Girls: 52 Weeks of Encouraging Devotions and Scripture for Tweens,1276,4.8,1473,9.57,Inspirational,Zeitgeist Young Adult,,Brittany Rust,128
The Complete America’s Test Kitchen TV Show Cookbook 2001–2024: Every Recipe from the Hit TV Show Along with Product Ratings Includes the 2024 Season,1276,4.4,48,36.66,Cooking Methods,America's Test Kitchen,,Kitchen America's,1280
Green Eggs and Ham,1277,4.9,25148,3.99,Stories In Verse,Beginner Books/Random House,Random House Books for Young Readers,Seuss Dr,65
Laugh-Out-Loud Jokes for Kids,1277,4.6,11844,2.77,Humorous,Revell,Fleming H. Revell Company,Elliott Rob,128
Inward (The Inward Trilogy),1278,4.8,9016,8.00,Emotions,Andrews McMeel Publishing,Andrews McMeel Publishing,yung pueblo,240
The Fair Play Deck: A Couple's Conversation Deck for Prioritizing What's Important,1278,4.4,1310,14.00,Marriage,Clarkson Potter,Clarkson Potter,Eve Rodsky,102
Sushi Cookbook for Beginners: 100 Step-By-Step Recipes to Make Sushi at Home,1280,4.7,2832,11.41,Japanese,Rockridge Press,Rockridge Press,Chika Ravitch,192
A Soul of Ash and Blood: A Blood and Ash Novel (Blood And Ash Series),1281,4.3,12808,16.64,Vampires,Blue Box Press,Kindle Direct Publishing,Jennifer L. Armentrout,634
The Best Christmas Pageant Ever: A Christmas Holiday Book for Kids (The Best Ever),1281,4.7,5173,7.30,Classics,HarperCollins,HarperCollins,Robinson Barbara,128
Say You Swear : Alternate Cover Edition,1283,4.7,968,17.03,Contemporary,Independently published,UrGod,Meagan Brandy,550
Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 7,1284,4.9,783,13.73,Genre Fiction,Seven Seas,LINGKU,Xiu Mo,404
"A Year of True Crime Page-A-Day Calendar 2024: Poisonings, Con Artists, Incredible Survivors!",1285,4.8,21,12.74,True Crime,Workman Publishing Company,Workman Publishing,Calendars Workman,640
What If?: An Intellectual Gift,1287,4.6,30005,9.95,Comic Strips,Dey Street Books,Houghton Mifflin,Randall Munroe,352
The Cafe on the Edge of the World: A Story About the Meaning of Life,1287,4.2,7351,7.40,Happiness,Aspen Light Publishing,,Strelecky John,136
"Dad, I Want to Hear Your Story: A Father’s Guided Journal To Share His Life & His Love (Hear Your Story Books)",1288,4.7,5217,10.11,Guided Journals,Independently published,KAVNLON,Jeffrey Mason,106
"Peek-a Who? (Lift the Flap Books, Interactive Books for Kids, Interactive Read Aloud Books)",1289,4.8,11609,3.52,Games,Chronicle Books,Chronicle Books,Nina Laden,10
The Iliad & the Odyssey (Deluxe Hardbound Edition),1290,4.7,3297,22.00,Classics,Fingerprint! Publishing,,Homer Homer,768
The Christmas Blessing: A One-of-a-Kind Nativity Story for Kids about the Love That Brings Us Together,1292,4.7,427,5.49,Animals,Sourcebooks Wonderland,,Erin Guendelsberger,40
Bluey: The Pool,1293,4.9,2229,3.56,Dogs,Penguin Young Readers Licenses,,Licenses Penguin,24
The Last Devil to Die: A Thursday Murder Club Mystery,1296,4.7,34617,13.98,Genre Fiction,Pamela Dorman Books,,Richard Osman,368
Strength in the Struggle: A Bible Study Workbook for Women on Letting Go of Fear and Anxiety,1297,4.8,621,11.26,Guides,Paper Peony Press,,Lauren Ibach,90
"Polar Bear, Polar Bear, What Do You Hear? (Brown Bear and Friends)",1298,4.8,9672,5.09,Bears,Henry Holt and Co. (BYR),Henry Holt and Co. (BYR),Bill Martin Jr.,28
"The Power of Self-Discipline: 5-Minute Exercises to Build Self-Control, Good Habits, and Keep Going When You Want to Give Up (Live a Disciplined Life)",1300,4.5,642,13.83,Emotions,Independently published,,Peter Hollins,249
"Inspiring Stories for Brilliant Boys: A Motivational Book About Self-Confidence, Friendship and Courage for Young Readers",1306,4.8,202,9.66,Visit the Doctor,Independently published,ZONULAR,Ivy Boyd,92
The Mastery of Love: A Practical Guide to the Art of Relationship: A Toltec Wisdom Book,1307,4.8,15606,5.35,Interpersonal Relations,Amber-Allen Publishing,Amber-Allen Publishing,Ruiz Don,210
Magnolia Parks (The Magnolia Parks Universe),1307,4.1,6715,11.79,Genre Fiction,Dutton,,Jessa Hastings,448
Oh Crap! Potty Training: Everything Modern Parents Need to Know to Do It Once and Do It Right (1) (Oh Crap Parenting),1309,4.5,13142,6.74,Early Childhood,Gallery Books,Gallery Books,Jamie Glowacki,288
I Will Find You,1310,4.5,28425,13.94,Crime,Grand Central Publishing,,Harlan Coben,336
"Rand McNally 2024 Road Atlas - 100th Anniversary Collector’s Edition (Rand McNally Road Atlas: United States, Canada, Mexico)",1311,4.7,587,18.52,Travel Maps,Rand McNally,,McNally Rand,144
USA TODAY Crossword: 200 Puzzles from The Nation's No. 1 Newspaper (USA Today Puzzles) (Volume 2),1312,4.5,4551,5.09,Crosswords,Andrews McMeel Publishing,Andrews McMeel Publishing,TODAY USA,448
I Will Teach You to Be Rich: The Journal: No Complicated Math. No More Procrastinating. Design Your Rich Life Today.,1314,4.7,951,13.79,Journal Writing,Workman Publishing Company,Workman,Ramit Sethi,192
When Things Fall Apart: Heart Advice for Difficult Times,1315,4.7,9795,5.41,Personal Transformation,Shambhala,Shambhala,Pema Chodron,176
How to Keep House While Drowning: A Gentle Approach to Cleaning and Organizing,1316,4.7,6245,15.00,Stress Management,S&S/Simon Element,,KC Davis LPC,160
Healing After Loss: Daily Meditations For Working Through Grief,1121,4.8,6386,5.99,Death & Grief,William Morrow Paperbacks,William Morrow & Company,Hickman Martha,384
Back to Basics: A Complete Guide to Traditional Skills (Back to Basics Guides),1317,4.7,4301,21.99,Garden Design,Skyhorse,Skyhorse,Abigail Gehring,456
"The Psychology of Money: Timeless lessons on wealth, greed, and happiness",1318,4.7,45038,17.77,Motivational,Harriman House,,Morgan Housel,256
"4000 Word Search for Adults Large Print (200 Themed Puzzles): Big Puzzle Books for Adults - Anti eye strain, keep brain working for Adults,Seniors & Teens (wordsearch book for adults)",1319,4.5,1309,6.27,Questions & Answers,Independently published,,Orochim Publisher,105
"Reading Journal: For the Love of Books, A Book Journal and Planner for Book Lovers to Track, Log and Review",1320,4.8,388,17.99,Journal Writing,Paper Peony Press,Paper Peony Press,Press Paper,116
